"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","PrescriptionIndex"
2020-04-15,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,"Bhutan","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,"Bolivia","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,"Bosnia and Herzegovina","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,"Botswana","",0,0,0,0,0,0,0,0,0,0,0,0,0
